gene,mean_expression,log2_fold_change,p_value,adjusted_p_value,called
GENE0555,55.8130,-0.2845,0.486839,0.97845,False
GENE0218,1365.5520,-0.1101,0.48713,0.97845,False
GENE1660,238.2403,0.3434,0.487219,0.97845,False
GENE1854,60.4848,0.3708,0.487798,0.97845,False
GENE1722,649.0293,0.3527,0.488765,0.97845,False
GENE1648,1335.2234,-0.3732,0.488923,0.97845,False
GENE1214,132.2113,0.4059,0.489027,0.97845,False
GENE0467,33.9759,0.3550,0.489948,0.97845,False
GENE1154,33.3515,-0.5754,0.49011,0.97845,False
GENE0313,424.1723,0.2327,0.490744,0.97845,False
GENE0090,28.6670,0.4404,0.490786,0.97845,False
GENE0520,48.8189,-0.6495,0.491291,0.97845,False
GENE0112,162.5565,0.2801,0.492728,0.97845,False
GENE1894,135.3769,0.5893,0.492793,0.97845,False
GENE1281,33.1577,-0.4479,0.493234,0.97845,False
GENE0989,1144.1319,-0.4279,0.49429,0.97845,False
GENE1372,690.8461,0.3283,0.494704,0.97845,False
GENE1833,256.7369,0.3574,0.495453,0.97845,False
GENE1971,196.8060,-0.3352,0.495824,0.97845,False
GENE0305,196.6120,0.3218,0.496948,0.97845,False
GENE1335,275.3850,0.3874,0.498405,0.97845,False
GENE0255,441.8159,0.4190,0.499461,0.97845,False
GENE1324,201.1248,-0.1687,0.499623,0.97845,False
GENE0710,33.0398,-0.3637,0.499679,0.97845,False
GENE0885,296.4043,0.2890,0.499955,0.97845,False
GENE1233,4790.7626,0.3377,0.501456,0.97845,False
GENE1055,204.9338,0.2833,0.502171,0.97845,False
GENE1476,141.1181,0.3349,0.502245,0.97845,False
GENE0618,1374.4333,0.3407,0.502793,0.97845,False
GENE1113,1129.1815,0.4433,0.504019,0.97845,False
GENE1047,72.5111,0.2576,0.504561,0.97845,False
GENE0038,576.6146,0.3955,0.504758,0.97845,False
GENE1981,1066.3704,-0.1301,0.504875,0.97845,False
GENE0993,30.1577,0.6982,0.505012,0.97845,False
GENE0943,51.2922,0.6231,0.505517,0.97845,False
GENE1303,50.4752,0.9234,0.505668,0.97845,False
GENE0736,976.6397,0.2085,0.50649,0.97845,False
GENE1903,112.9238,-0.4238,0.506729,0.97845,False
GENE1052,778.5229,0.4091,0.5068,0.97845,False
GENE1609,95.5124,-0.6065,0.507101,0.97845,False
GENE0937,60.0925,-0.8621,0.507548,0.97845,False
GENE0250,136.6678,-0.6027,0.507772,0.97845,False
GENE0318,57.4964,-0.1793,0.50818,0.97845,False
GENE1920,42.5749,-0.3799,0.508943,0.97845,False
GENE0795,141.3041,-0.3197,0.509505,0.97845,False
GENE0505,1404.2251,-0.4505,0.510164,0.97845,False
GENE0533,26.9507,-0.9391,0.510307,0.97845,False
GENE1196,26.1749,0.3854,0.510504,0.97845,False
GENE0443,317.7285,0.2418,0.510799,0.97845,False
GENE0567,29.1235,-0.4955,0.511396,0.97845,False
GENE1186,461.3870,0.2245,0.511436,0.97845,False
GENE0965,2993.1169,-0.3746,0.511598,0.97845,False
GENE0764,381.3249,0.3808,0.511932,0.97845,False
GENE0221,2030.3309,0.2336,0.512306,0.97845,False
GENE0034,213.3566,0.3845,0.512765,0.97845,False
GENE1575,47.5592,-0.6056,0.512829,0.97845,False
GENE1743,103.0618,0.3131,0.513261,0.97845,False
GENE1902,107.4363,-0.2626,0.513303,0.97845,False
GENE1420,744.4954,0.1904,0.513678,0.97845,False
GENE0735,45.3155,-0.2138,0.515491,0.97845,False
GENE0222,333.9202,0.3467,0.516068,0.97845,False
GENE0444,169.5522,-0.3297,0.516685,0.97845,False
GENE1306,107.2193,-0.4273,0.518517,0.97845,False
GENE0799,82.3671,0.7586,0.5193,0.97845,False
GENE1005,102.9227,0.4547,0.519504,0.97845,False
GENE1514,105.9970,-0.4194,0.519718,0.97845,False
GENE1536,490.1126,0.2549,0.519734,0.97845,False
GENE1162,104.6857,0.5158,0.520265,0.97845,False
GENE0117,1191.5162,0.2471,0.520363,0.97845,False
GENE1051,125.5104,-0.5426,0.520987,0.97845,False
GENE1980,306.2559,0.1050,0.521396,0.97845,False
GENE1830,100.1956,-0.3038,0.521727,0.97845,False
GENE0647,33.9345,0.4731,0.522256,0.97845,False
GENE0427,211.9190,0.5086,0.522463,0.97845,False
GENE0676,17.6200,0.3615,0.522835,0.97845,False
GENE0098,5584.7163,-0.1352,0.523815,0.97845,False
GENE1041,1372.4963,0.3753,0.524527,0.97845,False
GENE1182,77.0915,-0.4203,0.525712,0.97845,False
GENE1595,708.0465,-0.2347,0.526054,0.97845,False
GENE0345,14.0038,-0.3980,0.526462,0.97845,False
GENE1905,159.3955,0.4990,0.526841,0.97845,False
GENE0492,146.5314,-0.4018,0.527633,0.97845,False
GENE0293,35.2243,0.4767,0.528621,0.97845,False
GENE0095,199.7804,0.2302,0.529093,0.97845,False
GENE1365,524.2636,-0.2838,0.529634,0.97845,False
GENE0436,791.7922,-0.3981,0.52967,0.97845,False
GENE0056,148.6161,-0.3902,0.529783,0.97845,False
GENE0228,437.4868,0.2604,0.530059,0.97845,False
GENE0738,1266.4656,-0.5794,0.530263,0.97845,False
GENE1064,481.5311,0.4776,0.530618,0.97845,False
GENE1467,9.3573,-0.7320,0.530884,0.97845,False
GENE1009,3281.8673,0.2837,0.530928,0.97845,False
GENE0636,254.1855,-0.3021,0.531594,0.97845,False
GENE1825,15.1017,0.4229,0.531834,0.97845,False
GENE0468,70.3461,-0.5783,0.53185,0.97845,False
GENE0748,1422.5206,0.2800,0.532015,0.97845,False
GENE0178,272.5388,-0.2329,0.532495,0.97845,False
GENE1107,151.6963,-0.5249,0.532497,0.97845,False
GENE0585,142.7764,0.3813,0.532868,0.97845,False
GENE1102,24.7014,0.2675,0.533382,0.97845,False
GENE0055,189.1995,-0.4254,0.534036,0.97845,False
GENE0963,34.8800,-0.7597,0.534293,0.97845,False
GENE0267,136.1242,-0.2615,0.534406,0.97845,False
GENE0522,202.5280,-0.3916,0.534475,0.97845,False
GENE0571,1000.2832,-0.2336,0.534578,0.97845,False
GENE0886,506.1754,0.0316,0.535019,0.97845,False
GENE0757,2332.0420,-0.2698,0.535982,0.97845,False
GENE0184,159.0959,-0.3421,0.536026,0.97845,False
GENE1849,389.9642,-0.3133,0.536116,0.97845,False
GENE1644,51.0158,0.2708,0.537345,0.97845,False
GENE1408,29.6431,-0.6949,0.537691,0.97845,False
GENE0407,72.0762,0.3948,0.538442,0.97845,False
GENE1993,80.6456,-0.1681,0.539398,0.97845,False
GENE1634,92.0924,-0.6891,0.539682,0.97845,False
GENE1707,106.4489,-0.2223,0.539877,0.97845,False
GENE1551,44.8538,0.3563,0.539882,0.97845,False
GENE0959,360.5197,0.1622,0.540104,0.97845,False
GENE0790,565.0676,0.3341,0.540526,0.97845,False
GENE0907,41.9772,-0.3791,0.540819,0.97845,False
GENE1938,7.6810,-0.4484,0.541664,0.97845,False
GENE1083,47.3928,-0.3342,0.541678,0.97845,False
GENE0527,38.4096,-0.5100,0.541858,0.97845,False
GENE0803,1028.8923,-0.2619,0.542089,0.97845,False
GENE0246,75.4166,-0.2942,0.542717,0.97845,False
GENE0986,355.7993,-0.2611,0.543337,0.97845,False
GENE1692,39.3928,-0.6912,0.54338,0.97845,False
GENE0616,981.9834,0.0935,0.543402,0.97845,False
GENE0902,160.9452,0.3576,0.544765,0.97845,False
GENE0187,42.3136,-0.4259,0.545127,0.97845,False
GENE0472,8.7834,-0.7069,0.546525,0.97845,False
GENE1421,75.3225,0.7653,0.547256,0.97845,False
GENE0975,151.3509,-0.2776,0.547316,0.97845,False
GENE1252,47.3610,0.3963,0.547668,0.97845,False
GENE1904,854.8309,-0.3995,0.547857,0.97845,False
GENE0073,37.4587,0.5183,0.548221,0.97845,False
GENE0047,2566.6111,-0.3980,0.548968,0.97845,False
GENE0499,104.6505,-0.4972,0.549546,0.97845,False
GENE1768,512.1898,0.1284,0.550228,0.97845,False
GENE1095,5521.0691,-0.1083,0.550612,0.97845,False
GENE1748,5.7658,1.1391,0.550853,0.97845,False
GENE0149,919.6841,0.4422,0.551213,0.97845,False
GENE0914,3174.7140,0.4193,0.551482,0.97845,False
GENE1553,50.2089,0.3772,0.551945,0.97845,False
GENE1007,81.0634,-0.3613,0.552174,0.97845,False
GENE0698,1044.8888,0.2139,0.55233,0.97845,False
GENE1228,31.6558,-0.6825,0.552569,0.97845,False
GENE0212,46.1718,0.4080,0.554775,0.97845,False
GENE0405,29.8696,0.7450,0.55524,0.97845,False
GENE0722,1179.0545,0.1501,0.555474,0.97845,False
GENE1280,28.0826,0.3036,0.555958,0.97845,False
GENE0297,255.4731,-0.4251,0.556334,0.97845,False
GENE0944,107.5300,0.7254,0.557276,0.97845,False
GENE1866,35.5262,0.3830,0.558144,0.97845,False
GENE0463,807.8760,-0.2945,0.55819,0.97845,False
GENE1477,10.9453,0.6501,0.558751,0.97845,False
GENE1881,77.9617,-0.2974,0.558899,0.97845,False
GENE1933,122.8333,-0.3028,0.559175,0.97845,False
GENE0018,138.8787,0.6390,0.559205,0.97845,False
GENE0199,286.9473,-0.2964,0.559837,0.97845,False
GENE0772,28.2742,0.3980,0.560242,0.97845,False
GENE0361,16.0996,0.2878,0.561169,0.97845,False
GENE1058,8997.2666,0.0887,0.561428,0.97845,False
GENE0643,50.3463,0.3788,0.561623,0.97845,False
GENE1220,1436.3769,-0.3915,0.562093,0.97845,False
GENE0896,797.5672,0.2117,0.562503,0.97845,False
GENE1703,9.8072,0.3730,0.563078,0.97845,False
GENE0743,148.5406,-0.3637,0.564186,0.97845,False
GENE1986,521.6284,0.2257,0.564886,0.97845,False
GENE1194,314.5613,0.3165,0.566317,0.97845,False
GENE1549,35.7223,-0.7142,0.566377,0.97845,False
GENE0488,46.5522,-0.3409,0.567483,0.97845,False
GENE0236,58.3010,-0.5173,0.56754,0.97845,False
GENE1619,20.6052,0.2620,0.567915,0.97845,False
GENE1117,462.7997,0.2463,0.568453,0.97845,False
GENE1482,153.6524,0.2701,0.569046,0.97845,False
GENE0392,32.2351,0.5463,0.569398,0.97845,False
GENE0797,419.3347,0.3938,0.569891,0.97845,False
GENE1351,16.6639,0.5259,0.570314,0.97845,False
GENE0021,584.4910,0.1515,0.570466,0.97845,False
GENE0610,960.4698,0.2233,0.570544,0.97845,False
GENE0598,16.2068,-0.5860,0.570746,0.97845,False
GENE1085,144.9878,0.2565,0.570838,0.97845,False
GENE1805,2128.9583,-0.2413,0.570927,0.97845,False
GENE1589,109.4083,-0.2345,0.570997,0.97845,False
GENE0998,1487.7783,0.3717,0.572026,0.97845,False
GENE0119,94.5742,0.2418,0.572067,0.97845,False
GENE1626,214.9337,-0.3621,0.573274,0.97845,False
GENE1269,53.1178,-0.4817,0.573345,0.97845,False
GENE1995,44.9529,0.3227,0.573669,0.97845,False
GENE0688,6266.9622,-0.1737,0.573746,0.97845,False
GENE0915,790.3073,-0.3122,0.575449,0.979059,False
GENE1921,133.6790,0.2542,0.575708,0.979059,False
GENE0631,1058.0025,-0.1931,0.576034,0.979059,False
GENE1278,61.1177,0.3851,0.576313,0.979059,False
GENE0524,74.6196,0.2866,0.577203,0.979059,False
GENE0547,649.2278,0.2456,0.577762,0.979059,False
GENE0062,11.3895,0.2876,0.580222,0.979059,False
GENE1851,432.3540,-0.1763,0.581131,0.979059,False
GENE0240,93.0170,-0.1607,0.582119,0.979059,False
GENE0849,876.8903,-0.0559,0.583178,0.979059,False
GENE1674,15.3851,-0.4162,0.584206,0.979059,False
GENE1086,26.0061,0.2936,0.584384,0.979059,False
GENE1251,86.3594,-0.2456,0.584941,0.979059,False
GENE0265,48.6515,0.2087,0.585199,0.979059,False
GENE0314,414.6771,-0.3764,0.585713,0.979059,False
GENE0884,75.7680,-0.2860,0.585735,0.979059,False
GENE1423,52.2616,-0.5751,0.585797,0.979059,False
GENE0027,463.9741,0.1577,0.585882,0.979059,False
GENE0755,1001.5208,-0.2891,0.586181,0.979059,False
GENE1313,505.4815,-0.0396,0.586652,0.979059,False
GENE1794,321.5424,0.1448,0.586658,0.979059,False
GENE0650,446.1973,0.3576,0.586675,0.979059,False
GENE1759,102.1960,-0.3168,0.586827,0.979059,False
GENE0792,269.6326,0.2401,0.587458,0.979059,False
GENE0641,756.2523,0.2900,0.587502,0.979059,False
GENE0417,13.0704,-0.4995,0.587504,0.979059,False
GENE0622,2811.5261,0.2982,0.587656,0.979059,False
GENE0635,96.0938,-0.4115,0.588295,0.979059,False
GENE1357,2820.4230,0.2128,0.58853,0.979059,False
GENE1163,892.1390,-0.2879,0.589321,0.979123,False
GENE1533,153.5913,0.3525,0.589616,0.979123,False
GENE0556,484.1077,0.1449,0.590567,0.979123,False
GENE1957,558.7081,0.1987,0.591122,0.979123,False
GENE1112,66.5005,-0.5114,0.591539,0.979123,False
GENE1436,7862.9494,-0.1747,0.591554,0.979123,False
GENE1510,130.9959,-0.3509,0.592731,0.980247,False
GENE1285,171.7798,0.4876,0.594456,0.981986,False
GENE1620,85.3794,-0.2454,0.59478,0.981986,False
GENE0857,1570.7136,0.2600,0.59582,0.982326,False
GENE0413,30.2911,-0.3025,0.597389,0.982326,False
GENE0044,394.5536,-0.1646,0.597432,0.982326,False
GENE0072,58.1257,-0.5715,0.598132,0.982326,False
GENE0861,23.7836,0.5098,0.598524,0.982326,False
GENE1629,62.0741,-0.3062,0.598744,0.982326,False
GENE0994,118.1985,0.1189,0.599029,0.982326,False
GENE0107,118.0970,0.3121,0.60037,0.982326,False
GENE0645,136.0661,-0.4169,0.601954,0.982326,False
GENE0678,257.3680,-0.2555,0.602486,0.982326,False
GENE1525,77.6317,-0.4636,0.602585,0.982326,False
GENE0633,196.4524,0.2499,0.603509,0.982326,False
GENE1108,105.9148,-0.1461,0.603848,0.982326,False
GENE1242,133.8120,-0.4642,0.604169,0.982326,False
GENE1503,5.6990,-0.9648,0.604174,0.982326,False
GENE0696,124.4720,-0.0943,0.604327,0.982326,False
GENE0763,53.5218,0.2263,0.604694,0.982326,False
GENE0978,139.6558,0.3056,0.60519,0.982326,False
GENE1176,22.0080,-0.5291,0.60584,0.982326,False
GENE1438,2084.6471,-0.2130,0.606121,0.982326,False
GENE1859,1084.7702,0.4146,0.606156,0.982326,False
GENE0097,64.5604,0.2353,0.606269,0.982326,False
GENE1571,281.2528,-0.2043,0.60715,0.982326,False
GENE0962,59.9155,0.2983,0.607365,0.982326,False
GENE0687,503.6691,-0.2878,0.60775,0.982326,False
GENE1379,76.8133,-0.4004,0.607964,0.982326,False
GENE0275,502.7206,-0.1833,0.608643,0.982607,False
GENE0808,26.4828,0.4400,0.609136,0.982607,False
GENE0276,333.4319,0.3147,0.609835,0.982929,False
GENE1930,1583.7422,0.1681,0.611217,0.983795,False
GENE1586,99.5332,0.2470,0.611686,0.983795,False
GENE0756,1410.4804,-0.3323,0.61312,0.983795,False
GENE1792,1675.8710,0.3568,0.615234,0.983795,False
GENE1783,439.8027,0.1511,0.615521,0.983795,False
GENE1294,42.7200,0.3588,0.615778,0.983795,False
GENE0800,330.7918,0.0923,0.616101,0.983795,False
GENE1015,39.1345,-0.3886,0.616367,0.983795,False
GENE0060,66.2362,0.2340,0.616634,0.983795,False
GENE0852,1468.6805,0.1484,0.61793,0.983795,False
GENE0231,812.0357,0.1236,0.618176,0.983795,False
GENE0243,869.3598,-0.1569,0.62041,0.983795,False
GENE1508,793.9703,-0.3356,0.621174,0.983795,False
GENE0897,89.9312,0.4255,0.622144,0.983795,False
GENE1581,73.3559,0.2896,0.622908,0.983795,False
GENE0188,19.3952,0.4383,0.623254,0.983795,False
GENE0402,237.7694,-0.2185,0.623468,0.983795,False
GENE0932,279.4000,0.2313,0.623492,0.983795,False
GENE0424,20.4257,0.3400,0.62443,0.983795,False
GENE0744,285.8639,0.3696,0.624503,0.983795,False
GENE0815,16.2155,0.6048,0.625205,0.983795,False
GENE0224,167.7094,0.2213,0.625956,0.983795,False
GENE0535,60.6837,0.5867,0.626005,0.983795,False
GENE1414,193.2898,0.4036,0.626318,0.983795,False
GENE1987,206.5971,0.1386,0.626522,0.983795,False
GENE1853,626.7260,-0.1800,0.627257,0.983795,False
GENE1184,1329.5241,0.1952,0.628595,0.983795,False
GENE1952,27.3531,0.4298,0.628662,0.983795,False
GENE1913,18.8351,-0.2561,0.628907,0.983795,False
GENE1977,132.2442,-0.2272,0.629167,0.983795,False
GENE1224,78.7512,0.3826,0.629805,0.983795,False
GENE0741,98.9203,-0.2548,0.631233,0.983795,False
GENE0327,237.5468,-0.1888,0.632089,0.983795,False
GENE0242,150.4443,0.2358,0.633042,0.983795,False
GENE1844,229.1879,0.1909,0.63328,0.983795,False
GENE0684,444.4730,-0.2533,0.633347,0.983795,False
GENE1263,90.3770,-0.3481,0.633405,0.983795,False
GENE1213,45.8365,-0.2615,0.633493,0.983795,False
GENE0835,78.8932,0.4999,0.633761,0.983795,False
GENE0664,49.2095,0.3461,0.63438,0.983795,False
GENE1605,192.4944,0.2144,0.634521,0.983795,False
GENE1309,12.5811,0.4398,0.63589,0.983795,False
GENE0237,194.6991,0.1539,0.635901,0.983795,False
GENE1373,171.0400,0.1913,0.636312,0.983795,False
GENE0008,2183.5735,-0.1053,0.637504,0.983795,False
GENE1439,981.6195,0.2107,0.637669,0.983795,False
GENE1259,6.0888,-0.7226,0.638143,0.983795,False
GENE0342,330.5635,-0.1239,0.638721,0.983795,False
GENE0605,59.2682,-0.5210,0.638774,0.983795,False
GENE1597,219.7642,-0.3568,0.638806,0.983795,False
GENE0680,2874.4299,-0.1161,0.639507,0.983795,False
GENE1691,79.4229,0.3140,0.639517,0.983795,False
GENE0142,170.5291,-0.3757,0.639806,0.983795,False
GENE1071,504.1274,0.2602,0.639928,0.983795,False
GENE1872,296.4366,-0.2204,0.64041,0.983795,False
GENE1217,540.8349,0.1633,0.64096,0.983795,False
GENE0086,15.4224,0.8618,0.641592,0.983795,False
GENE1712,99.4521,-0.4259,0.642006,0.983795,False
GENE0311,433.5027,0.2423,0.642162,0.983795,False
GENE1848,11.4113,0.7830,0.642374,0.983795,False
GENE1190,161.5767,0.2340,0.642949,0.983795,False
GENE1062,22.5588,0.3150,0.643224,0.983795,False
GENE1292,69.3332,0.3037,0.64363,0.983795,False
GENE0195,459.5654,0.1108,0.644404,0.983795,False
GENE1810,273.6233,-0.1957,0.644998,0.983795,False
GENE1147,98.5241,0.3855,0.645481,0.983795,False
GENE1863,32.9704,0.3185,0.646289,0.983795,False
GENE1049,183.0241,-0.2170,0.646942,0.983795,False
GENE0364,85.7186,-0.3689,0.647268,0.983795,False
GENE0161,425.9073,-0.2222,0.647735,0.983795,False
GENE1199,477.5068,-0.1606,0.648057,0.983795,False
GENE1039,89.5794,-0.3595,0.648459,0.983795,False
GENE1883,159.4438,0.4315,0.648726,0.983795,False
GENE1965,29.7574,-0.4619,0.649081,0.983795,False
GENE1734,18724.4240,0.1485,0.650669,0.983795,False
GENE0145,30.8162,0.4249,0.650952,0.983795,False
GENE0441,47.5445,-0.3224,0.651198,0.983795,False
GENE1669,108.8110,0.2299,0.652114,0.983795,False
GENE1227,179.3460,0.2564,0.652284,0.983795,False
GENE0033,4686.1160,0.0446,0.653619,0.983795,False
GENE1899,52.2486,-0.3608,0.654222,0.983795,False
GENE1675,344.7137,0.1727,0.654435,0.983795,False
GENE1689,679.6965,-0.2330,0.654632,0.983795,False
GENE0911,22.1589,-0.6419,0.654782,0.983795,False
GENE1010,374.4974,0.4261,0.654985,0.983795,False
GENE1542,22.6144,-0.6137,0.655006,0.983795,False
GENE1978,397.9871,-0.3407,0.655121,0.983795,False
GENE1906,609.1030,-0.0448,0.655206,0.983795,False
GENE1488,95.4963,0.3318,0.655824,0.983795,False
GENE0644,129.0297,0.3593,0.65678,0.983795,False
GENE1615,949.1884,-0.1927,0.657156,0.983795,False
GENE0558,6.4790,-0.3556,0.657529,0.983795,False
GENE0121,68.4065,-0.2723,0.658079,0.983795,False
GENE1305,74.5042,-0.2729,0.658294,0.983795,False
GENE1290,307.0865,-0.2475,0.658642,0.983795,False
GENE1958,5.9293,-0.7418,0.658738,0.983795,False
GENE1949,508.5620,0.1598,0.658863,0.983795,False
GENE1979,16.4669,0.9364,0.659533,0.983908,False
GENE0917,173.8388,-0.3236,0.660046,0.983908,False
GENE0077,1259.5803,0.2425,0.661168,0.983908,False
GENE1923,203.2293,-0.2945,0.661211,0.983908,False
GENE0387,214.4159,0.3179,0.661438,0.983908,False
GENE1672,192.8942,-0.1567,0.66314,0.985463,False
GENE0162,4294.0627,0.0465,0.663608,0.985463,False
GENE0375,413.5988,0.1702,0.664679,0.985463,False
GENE0042,42.1408,0.2912,0.664913,0.985463,False
GENE1177,598.6032,-0.1164,0.665198,0.985463,False
GENE1067,118.0499,-0.2503,0.665488,0.985463,False
GENE0809,216.5873,-0.1013,0.666459,0.98559,False
GENE0981,174.9547,-0.1548,0.666575,0.98559,False
GENE1250,533.7081,0.1902,0.667116,0.985649,False
GENE1430,13.1728,-0.6163,0.667775,0.985883,False
GENE0124,36.6042,0.0428,0.668517,0.986238,False
GENE0322,39.1698,-0.3085,0.669302,0.986657,False
GENE1056,125.0536,-0.2013,0.670784,0.987265,False
GENE0390,217.3919,0.2691,0.671517,0.987265,False
GENE1552,375.0021,0.2427,0.671561,0.987265,False
GENE1069,53.8562,-0.3682,0.672903,0.987265,False
GENE1497,167.3517,0.1855,0.67338,0.987265,False
GENE1247,39.1092,-0.2592,0.67476,0.987265,False
GENE0607,2315.2023,-0.2502,0.675386,0.987265,False
GENE0013,1067.5786,-0.2627,0.675496,0.987265,False
GENE1136,245.4053,-0.3299,0.675989,0.987265,False
GENE0506,189.7651,0.2005,0.677154,0.987265,False
GENE1960,233.8442,-0.3289,0.677179,0.987265,False
GENE0918,11.9706,-0.2577,0.677644,0.987265,False
GENE0264,929.6066,-0.1565,0.67801,0.987265,False
GENE0118,1739.1915,0.1190,0.678294,0.987265,False
GENE0307,47.6063,-0.2467,0.678454,0.987265,False
GENE1480,650.8978,0.2411,0.679149,0.987265,False
GENE1126,1244.3891,0.2266,0.679201,0.987265,False
GENE0400,6092.5222,0.2278,0.67972,0.987265,False
GENE1486,45.4924,0.4372,0.679723,0.987265,False
GENE1158,58.4776,-0.3029,0.67991,0.987265,False
GENE1532,939.2561,0.1702,0.68156,0.987265,False
GENE1598,345.3052,-0.1717,0.682241,0.987265,False
GENE1043,13.3951,-0.8214,0.682961,0.987265,False
GENE1617,269.2551,0.1778,0.684713,0.987265,False
GENE1909,55.9553,0.1217,0.686119,0.987265,False
GENE1655,36.9484,-0.1333,0.686195,0.987265,False
GENE1746,175.5504,0.2015,0.686284,0.987265,False
GENE0814,57.8209,-0.3432,0.686629,0.987265,False
GENE0480,78.5637,0.4443,0.686746,0.987265,False
GENE0760,341.1211,0.1352,0.68698,0.987265,False
GENE0913,57.5806,0.2996,0.688608,0.987265,False
GENE1212,83.5844,0.2908,0.688716,0.987265,False
GENE1356,138.8270,-0.1936,0.690354,0.987265,False
GENE0374,2471.7448,-0.2015,0.690639,0.987265,False
GENE1888,74.0900,0.2793,0.690767,0.987265,False
GENE0699,526.8307,0.3292,0.690847,0.987265,False
GENE1847,42.8975,-0.3825,0.690968,0.987265,False
GENE2000,314.7569,0.1906,0.691549,0.987265,False
GENE0174,13.2777,-0.5131,0.692672,0.987265,False
GENE1386,203.1533,0.2064,0.693291,0.987265,False
GENE1175,61.0235,0.1980,0.693574,0.987265,False
GENE0410,252.8671,0.1954,0.693611,0.987265,False
GENE1874,209.3283,0.1524,0.694517,0.987265,False
GENE1078,66.7559,-0.3900,0.6947,0.987265,False
GENE0334,683.4121,0.2665,0.696143,0.987265,False
GENE0234,15.9345,0.5801,0.696165,0.987265,False
GENE0447,429.7821,-0.2304,0.696405,0.987265,False
GENE1416,23.9017,-0.6381,0.696514,0.987265,False
GENE0777,938.7567,-0.2027,0.696675,0.987265,False
GENE0930,470.3836,0.2495,0.697001,0.987265,False
GENE0484,293.6865,-0.1612,0.69708,0.987265,False
GENE1907,609.2510,0.2437,0.697347,0.987265,False
GENE0982,4039.7053,0.2318,0.697977,0.987265,False
GENE1016,96.3550,-0.2927,0.698017,0.987265,False
GENE1886,40.6357,0.2398,0.698994,0.987265,False
GENE0603,433.2187,0.2550,0.699015,0.987265,False
GENE1376,113.6478,0.1233,0.699262,0.987265,False
GENE1471,2665.9210,0.1172,0.700181,0.987265,False
GENE1751,2089.9812,-0.1399,0.700216,0.987265,False
GENE0734,283.3181,0.1237,0.70085,0.987265,False
GENE0721,232.5762,0.2539,0.701317,0.987265,False
GENE1099,208.5294,0.2152,0.701495,0.987265,False
GENE1380,1011.9026,0.2315,0.702154,0.987265,False
GENE0906,842.2786,0.1718,0.703065,0.987265,False
GENE1994,1135.3933,0.2488,0.703124,0.987265,False
GENE1084,583.9509,0.3852,0.703683,0.987265,False
GENE0958,38.6172,-0.2964,0.703749,0.987265,False
GENE1839,78.7758,0.2135,0.703828,0.987265,False
GENE1558,20.6892,0.3382,0.706339,0.988859,False
GENE0656,38.6924,0.2989,0.706881,0.988859,False
GENE0323,178.4460,0.0820,0.707149,0.988859,False
GENE1661,464.7260,0.1451,0.707815,0.988859,False
GENE1310,193.6611,0.2485,0.708613,0.988859,False
GENE0442,122.6461,0.2235,0.708851,0.988859,False
GENE1161,247.3755,0.2645,0.709417,0.988859,False
GENE1812,6.2198,0.4082,0.709481,0.988859,False
GENE0300,486.7511,-0.1384,0.710213,0.988859,False
GENE1025,63.8418,0.3618,0.711203,0.988859,False
GENE0320,36.5334,-0.5075,0.711461,0.988859,False
GENE0406,329.1482,0.1773,0.712089,0.988859,False
GENE1322,96.3206,0.3794,0.7122,0.988859,False
GENE0759,6442.6246,-0.1013,0.712358,0.988859,False
GENE1181,150.7910,0.2445,0.713171,0.988859,False
GENE0092,72.2345,0.3164,0.715104,0.988859,False
GENE1737,72.0810,-0.2371,0.716425,0.988859,False
GENE1115,155.5579,0.0840,0.716675,0.988859,False
GENE0401,259.3522,-0.2813,0.717039,0.988859,False
GENE1593,7512.1884,-0.0615,0.71742,0.988859,False
GENE1580,17.5653,0.2553,0.717515,0.988859,False
GENE1215,117.1667,0.1444,0.71817,0.988859,False
GENE1861,103.4696,-0.2700,0.720753,0.988859,False
GENE1808,16.4645,0.2440,0.721371,0.988859,False
GENE0705,64.8828,0.1591,0.722129,0.988859,False
GENE0418,530.0737,0.1737,0.722266,0.988859,False
GENE1434,4797.1719,0.1615,0.722497,0.988859,False
GENE0500,255.9678,-0.1645,0.722844,0.988859,False
GENE0289,108.1068,-0.2799,0.724132,0.988859,False
GENE0040,255.5483,0.3737,0.724212,0.988859,False
GENE0317,318.7076,-0.1869,0.724704,0.988859,False
GENE1504,8.4465,0.4412,0.725074,0.988859,False
GENE1991,1959.5123,0.2493,0.725148,0.988859,False
GENE1694,212.9246,-0.1473,0.725249,0.988859,False
GENE1268,7174.8096,0.1038,0.725499,0.988859,False
GENE0648,301.5766,-0.2926,0.725671,0.988859,False
GENE0954,965.0782,0.1387,0.725727,0.988859,False
GENE1308,82.8735,0.2509,0.726078,0.988859,False
GENE0058,8.7760,-0.2103,0.727959,0.988859,False
GENE1341,35.8744,-0.2625,0.730857,0.988859,False
GENE1272,3770.5871,0.1700,0.731494,0.988859,False
GENE1054,49.9703,-0.2586,0.731616,0.988859,False
GENE0004,64.8382,0.1127,0.732356,0.988859,False
GENE0259,7.5436,0.4784,0.732681,0.988859,False
GENE0129,5500.9963,0.1219,0.73285,0.988859,False
GENE1583,61.5671,-0.2402,0.733393,0.988859,False
GENE1501,61.1205,-0.2896,0.73388,0.988859,False
GENE0540,37.2109,-0.3374,0.733923,0.988859,False
GENE1091,82.9199,-0.3103,0.735695,0.988859,False
